ID_subjsess,ID_subj,ID_sess,ID_sex,ID_agegroup,ID_bdate,ID_tdate,ID_race,ID_ethnicity,ID_weight1,ID_weight2,ID_height1,ID_height2,ID_rightleg1,ID_rightleg2,ID_leftleg1,ID_leftleg2,ID_locomotor,onset,offset,task_ordinal,task_task,computervision_ordinal,computervision_videopreset,usedata_ordinal,usedata_playdata,object1_ordinal,object1_obj,object1_action_state_ordinal,object1_action_state_obj,object1_action_state_action,object1_action_state_noise,object1_action_state_detach,object1_action_state_reattach,object1_action_state_takeout,object1_action_state_putin,object1_action_state_popup,object1_action_state_hidden,object1_action_state_open,object1_action_state_close,object2_ordinal,object2_obj,object2_action_state_ordinal,object2_action_state_obj,object2_action_state_action,object2_action_state_noise,object2_action_state_detach,object2_action_state_reattach,object2_action_state_takeout,object2_action_state_putin,object2_action_state_popup,object2_action_state_hidden,object2_action_state_open,object2_action_state_close
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,1389751,1396788,2,r,2,c,2,c,5,sh,,,,,,,,,,,,,1,s,,,,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,1396788,1396789,2,r,2,c,2,c,5,sh,22,sh,c,,,,,,,,,,1,s,,,,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,1396789,1419466,2,r,2,c,2,c,5,sh,,,,,,,,,,,,,1,s,,,,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,1419466,1419467,2,r,2,c,2,c,5,sh,23,sh,d,,,,,,,,,,1,s,,,,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,1419467,1427048,2,r,2,c,2,c,,,,,,,,,,,,,,,1,s,,,,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,1427048,1427049,2,r,2,c,2,c,6,sh,24,sh,p,,,,,,,,,,1,s,,,,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,1427049,1431366,2,r,2,c,2,c,6,sh,,,,,,,,,,,,,1,s,,,,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,1431366,1431367,2,r,2,c,2,c,6,sh,25,sh,d,,,,,,,,,,1,s,,,,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,1431367,1437554,2,r,2,c,2,c,,,,,,,,,,,,,,,1,s,,,,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,1437554,1437555,2,r,2,c,2,c,,,,,,,,,,,,,,,1,s,2,s,pu,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,1437555,1452582,2,r,2,c,2,c,,,,,,,,,,,,,,,1,s,,,,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,1452582,1452583,2,r,2,c,2,c,,,,,,,,,,,,,,,1,s,3,s,pu,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,1452583,1505622,2,r,2,c,2,c,,,,,,,,,,,,,,,1,s,,,,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,1505622,1505623,2,r,2,c,2,c,,,,,,,,,,,,,,,1,s,4,s,p,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,1505623,1507220,2,r,2,c,2,c,,,,,,,,,,,,,,,1,s,,,,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,1507220,1507221,2,r,2,c,2,c,,,,,,,,,,,,,,,1,s,5,s,d,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,1507221,1510416,2,r,2,c,2,c,,,,,,,,,,,,,,,1,s,,,,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,1510416,1510417,2,r,2,c,2,c,,,,,,,,,,,,,,,1,s,6,s,pu,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,1510417,1583245,2,r,2,c,2,c,,,,,,,,,,,,,,,1,s,,,,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,1583245,1590384,2,r,2,c,2,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,1590384,1590385,2,r,2,c,2,c,7,s,26,s,pu,,,,,,,,,,,,,,,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,1590385,1599871,2,r,2,c,2,c,7,s,,,,,,,,,,,,,,,,,,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,1599871,1600720,2,r,2,c,2,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,1600720,1600721,2,r,2,c,2,c,8,sh,27,sh,p,,,,,,,,,,,,,,,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,1600721,1600722,2,r,2,c,2,c,8,sh,28,sh,h,,,,,,,,,,,,,,,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,1600722,1604120,2,r,2,c,2,c,8,sh,,,,,,,,,,,,,,,,,,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,1604120,1604121,2,r,2,c,2,c,8,sh,29,sh,d,,,,,,,,,,,,,,,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,1604121,1610104,2,r,2,c,2,c,8,sh,,,,,,,,,,,,,,,,,,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,1610104,1610105,2,r,2,c,2,c,8,sh,30,sh,i,,,,,y,,,,,,,,,,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,1610105,1616292,2,r,2,c,2,c,8,sh,,,,,,,,,,,,,,,,,,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,1616292,1616293,2,r,2,c,2,c,8,sh,31,sh,p,,,,,,,,,,,,,,,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,1616293,1618230,2,r,2,c,2,c,8,sh,,,,,,,,,,,,,,,,,,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,1618230,1618231,2,r,2,c,2,c,8,sh,32,sh,f,,,,,,,,,,,,,,,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,1618231,1638596,2,r,2,c,2,c,8,sh,,,,,,,,,,,,,,,,,,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,1638596,1638597,2,r,2,c,2,c,8,sh,33,sh,p,,,,,,,,,,,,,,,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,1638597,1639446,2,r,2,c,2,c,8,sh,,,,,,,,,,,,,,,,,,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,1639446,1639447,2,r,2,c,2,c,8,sh,34,sh,i,,,,,,,,,,,,,,,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,1639447,1666204,2,r,2,c,2,c,8,sh,,,,,,,,,,,,,,,,,,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,1666204,1666205,2,r,2,c,2,c,8,sh,35,sh,d,,,,,,,,,,,,,,,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,1666205,1673004,2,r,2,c,2,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,1673004,1673005,2,r,2,c,2,c,9,t,36,t,t,,,,,,,,,,,,,,,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,1673005,1741311,2,r,2,c,2,c,9,t,,,,,,,,,,,,,,,,,,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,1741311,1750048,2,r,2,c,2,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,1750048,1750049,2,r,2,c,2,c,10,t,37,t,t,,,,,,,,,,,,,,,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,1750049,1755523,2,r,2,c,2,c,10,t,,,,,,,,,,,,,,,,,,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,1755523,1840386,2,r,2,c,2,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,1840386,1840387,2,r,2,c,2,c,11,t,38,t,t,,,,,,,,,,,,,,,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,1840387,1842053,2,r,2,c,2,c,11,t,,,,,,,,,,,,,,,,,,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,1842053,1848648,2,r,2,c,2,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,1848648,2041598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,2041598,3011312,3,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,3011312,3103146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,3103146,3414892,4,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,3414892,3733064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34_11,34,11,f,12,11/12/22,11/09/23,w,n,9.7,9.7,74.7,75.1,33,.,33,.,w,3733064,3827482,5,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
