ID_subjsess,ID_subj,ID_sess,ID_sex,ID_agegroup,ID_bdate,ID_tdate,ID_race,ID_ethnicity,ID_weight1,ID_weight2,ID_height1,ID_height2,ID_rightleg1,ID_rightleg2,ID_leftleg1,ID_leftleg2,ID_locomotor,onset,offset,task_ordinal,task_task,computervision_ordinal,computervision_videopreset,usedata_ordinal,usedata_playdata,object1_clean_ordinal,object1_clean_obj,object1_action_state_clean_dur_actstateord,object1_action_state_clean_dur_hands,object1_action_state_clean_dur_mouth,object1_action_state_clean_dur_feet,object1_action_state_clean_dur_wholebody,object1_action_state_clean_dur_object,object1_action_state_clean_dur_action,object1_action_state_clean_dur_noise,object1_action_state_clean_dur_detach,object1_action_state_clean_dur_reattach,object1_action_state_clean_dur_takeout,object1_action_state_clean_dur_putin,object1_action_state_clean_dur_popup,object1_action_state_clean_dur_hidden,object1_action_state_clean_dur_open,object1_action_state_clean_dur_close,object1_action_state_clean_dur_flipped,object1_action_state_clean_point_actstateord,object1_action_state_clean_point_hands,object1_action_state_clean_point_mouth,object1_action_state_clean_point_feet,object1_action_state_clean_point_wholebody,object1_action_state_clean_point_object,object1_action_state_clean_point_action,object1_action_state_clean_point_noise,object1_action_state_clean_point_detach,object1_action_state_clean_point_reattach,object1_action_state_clean_point_takeout,object1_action_state_clean_point_putin,object1_action_state_clean_point_popup,object1_action_state_clean_point_hidden,object1_action_state_clean_point_open,object1_action_state_clean_point_close,object1_action_state_clean_point_flipped,object2_clean_ordinal,object2_clean_obj,object2_action_state_clean_dur_actstateord,object2_action_state_clean_dur_hands,object2_action_state_clean_dur_mouth,object2_action_state_clean_dur_feet,object2_action_state_clean_dur_wholebody,object2_action_state_clean_dur_object,object2_action_state_clean_dur_action,object2_action_state_clean_dur_noise,object2_action_state_clean_dur_detach,object2_action_state_clean_dur_reattach,object2_action_state_clean_dur_takeout,object2_action_state_clean_dur_putin,object2_action_state_clean_dur_popup,object2_action_state_clean_dur_hidden,object2_action_state_clean_dur_open,object2_action_state_clean_dur_close,object2_action_state_clean_dur_flipped,object2_action_state_clean_point_actstateord,object2_action_state_clean_point_hands,object2_action_state_clean_point_mouth,object2_action_state_clean_point_feet,object2_action_state_clean_point_wholebody,object2_action_state_clean_point_object,object2_action_state_clean_point_action,object2_action_state_clean_point_noise,object2_action_state_clean_point_detach,object2_action_state_clean_point_reattach,object2_action_state_clean_point_takeout,object2_action_state_clean_point_putin,object2_action_state_clean_point_popup,object2_action_state_clean_point_hidden,object2_action_state_clean_point_open,object2_action_state_clean_point_close,object2_action_state_clean_point_flipped,object3_clean_ordinal,object3_clean_obj,object3_action_state_clean_dur_actstateord,object3_action_state_clean_dur_hands,object3_action_state_clean_dur_mouth,object3_action_state_clean_dur_feet,object3_action_state_clean_dur_wholebody,object3_action_state_clean_dur_object,object3_action_state_clean_dur_action,object3_action_state_clean_dur_noise,object3_action_state_clean_dur_detach,object3_action_state_clean_dur_reattach,object3_action_state_clean_dur_takeout,object3_action_state_clean_dur_putin,object3_action_state_clean_dur_popup,object3_action_state_clean_dur_hidden,object3_action_state_clean_dur_open,object3_action_state_clean_dur_close,object3_action_state_clean_dur_flipped,object3_action_state_clean_point_actstateord,object3_action_state_clean_point_hands,object3_action_state_clean_point_mouth,object3_action_state_clean_point_feet,object3_action_state_clean_point_wholebody,object3_action_state_clean_point_object,object3_action_state_clean_point_action,object3_action_state_clean_point_noise,object3_action_state_clean_point_detach,object3_action_state_clean_point_reattach,object3_action_state_clean_point_takeout,object3_action_state_clean_point_putin,object3_action_state_clean_point_popup,object3_action_state_clean_point_hidden,object3_action_state_clean_point_open,object3_action_state_clean_point_close,object3_action_state_clean_point_flipped
05_04,05,04,m,17,01/06/21,06/14/22,a,n,10.85,10.84,77.9,.,34,34.5,34.3,34,w,948329,949926,1,r,1,r,1,r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05_04,05,04,m,17,01/06/21,06/14/22,a,n,10.85,10.84,77.9,.,34,34.5,34.3,34,w,949926,949927,1,r,1,r,1,r,19,p,,,,,,,,,,,,,,,,,,70,y,.,.,.,.,p,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05_04,05,04,m,17,01/06/21,06/14/22,a,n,10.85,10.84,77.9,.,34,34.5,34.3,34,w,949927,953326,1,r,1,r,1,r,19,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05_04,05,04,m,17,01/06/21,06/14/22,a,n,10.85,10.84,77.9,.,34,34.5,34.3,34,w,953326,953327,1,r,1,r,1,r,19,p,,,,,,,,,,,,,,,,,,71,y,.,.,.,.,i,.,.,.,.,y,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05_04,05,04,m,17,01/06/21,06/14/22,a,n,10.85,10.84,77.9,.,34,34.5,34.3,34,w,953327,967233,1,r,1,r,1,r,19,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05_04,05,04,m,17,01/06/21,06/14/22,a,n,10.85,10.84,77.9,.,34,34.5,34.3,34,w,967233,981580,1,r,1,r,1,r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05_04,05,04,m,17,01/06/21,06/14/22,a,n,10.85,10.84,77.9,.,34,34.5,34.3,34,w,981580,981581,1,r,1,r,1,r,20,g,,,,,,,,,,,,,,,,,,72,y,.,.,.,.,p,.,y,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05_04,05,04,m,17,01/06/21,06/14/22,a,n,10.85,10.84,77.9,.,34,34.5,34.3,34,w,981581,991134,1,r,1,r,1,r,20,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05_04,05,04,m,17,01/06/21,06/14/22,a,n,10.85,10.84,77.9,.,34,34.5,34.3,34,w,991134,991135,,,,,,,20,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05_04,05,04,m,17,01/06/21,06/14/22,a,n,10.85,10.84,77.9,.,34,34.5,34.3,34,w,991135,1059270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05_04,05,04,m,17,01/06/21,06/14/22,a,n,10.85,10.84,77.9,.,34,34.5,34.3,34,w,1059270,1660832,2,p,2,p,2,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05_04,05,04,m,17,01/06/21,06/14/22,a,n,10.85,10.84,77.9,.,34,34.5,34.3,34,w,1660832,1797410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05_04,05,04,m,17,01/06/21,06/14/22,a,n,10.85,10.84,77.9,.,34,34.5,34.3,34,w,1797410,2231243,3,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05_04,05,04,m,17,01/06/21,06/14/22,a,n,10.85,10.84,77.9,.,34,34.5,34.3,34,w,2231243,2246584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05_04,05,04,m,17,01/06/21,06/14/22,a,n,10.85,10.84,77.9,.,34,34.5,34.3,34,w,2246584,2366020,4,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05_04,05,04,m,17,01/06/21,06/14/22,a,n,10.85,10.84,77.9,.,34,34.5,34.3,34,w,2366020,2522868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05_04,05,04,m,17,01/06/21,06/14/22,a,n,10.85,10.84,77.9,.,34,34.5,34.3,34,w,2522868,2861743,5,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_02,07,02,f,11,04/08/21,03/21/22,a,n,9.33,9.33,73.9,74.0,31.0,31.0,.,.,w,42534,45424,1,r,1,r,1,r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_02,07,02,f,11,04/08/21,03/21/22,a,n,9.33,9.33,73.9,74.0,31.0,31.0,.,.,w,45424,45934,1,r,1,r,1,r,1,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_02,07,02,f,11,04/08/21,03/21/22,a,n,9.33,9.33,73.9,74.0,31.0,31.0,.,.,w,45934,45935,1,r,1,r,1,r,1,y,,,,,,,,,,,,,,,,,,1,y,.,.,.,.,p,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_02,07,02,f,11,04/08/21,03/21/22,a,n,9.33,9.33,73.9,74.0,31.0,31.0,.,.,w,45935,46886,1,r,1,r,1,r,1,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_02,07,02,f,11,04/08/21,03/21/22,a,n,9.33,9.33,73.9,74.0,31.0,31.0,.,.,w,46886,48213,1,r,1,r,1,r,1,y,2,y,.,.,.,.,s,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_02,07,02,f,11,04/08/21,03/21/22,a,n,9.33,9.33,73.9,74.0,31.0,31.0,.,.,w,48213,54366,1,r,1,r,1,r,1,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_02,07,02,f,11,04/08/21,03/21/22,a,n,9.33,9.33,73.9,74.0,31.0,31.0,.,.,w,54366,55284,1,r,1,r,1,r,1,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,rb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_02,07,02,f,11,04/08/21,03/21/22,a,n,9.33,9.33,73.9,74.0,31.0,31.0,.,.,w,55284,55285,1,r,1,r,1,r,1,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,rb,,,,,,,,,,,,,,,,,,56,y,.,.,.,.,p,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_02,07,02,f,11,04/08/21,03/21/22,a,n,9.33,9.33,73.9,74.0,31.0,31.0,.,.,w,55285,61030,1,r,1,r,1,r,1,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,rb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_02,07,02,f,11,04/08/21,03/21/22,a,n,9.33,9.33,73.9,74.0,31.0,31.0,.,.,w,61030,61031,1,r,1,r,1,r,1,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,rb,,,,,,,,,,,,,,,,,,56,y,.,.,.,.,d,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_02,07,02,f,11,04/08/21,03/21/22,a,n,9.33,9.33,73.9,74.0,31.0,31.0,.,.,w,61031,61099,1,r,1,r,1,r,1,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,rb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_02,07,02,f,11,04/08/21,03/21/22,a,n,9.33,9.33,73.9,74.0,31.0,31.0,.,.,w,61099,65892,1,r,1,r,1,r,1,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_02,07,02,f,11,04/08/21,03/21/22,a,n,9.33,9.33,73.9,74.0,31.0,31.0,.,.,w,65892,66368,1,r,1,r,1,r,1,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,bs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_02,07,02,f,11,04/08/21,03/21/22,a,n,9.33,9.33,73.9,74.0,31.0,31.0,.,.,w,66368,66369,1,r,1,r,1,r,1,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,bs,,,,,,,,,,,,,,,,,,56,y,.,.,.,.,p,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_02,07,02,f,11,04/08/21,03/21/22,a,n,9.33,9.33,73.9,74.0,31.0,31.0,.,.,w,66369,68578,1,r,1,r,1,r,1,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,bs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_02,07,02,f,11,04/08/21,03/21/22,a,n,9.33,9.33,73.9,74.0,31.0,31.0,.,.,w,68578,68579,1,r,1,r,1,r,1,y,,,,,,,,,,,,,,,,,,3,y,.,.,.,.,d,.,.,.,.,.,.,.,.,.,.,2,bs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_02,07,02,f,11,04/08/21,03/21/22,a,n,9.33,9.33,73.9,74.0,31.0,31.0,.,.,w,68579,84456,1,r,1,r,1,r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,bs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_02,07,02,f,11,04/08/21,03/21/22,a,n,9.33,9.33,73.9,74.0,31.0,31.0,.,.,w,84456,85103,1,r,1,r,1,r,2,pb,4,y,.,.,.,.,pu,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,2,bs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_02,07,02,f,11,04/08/21,03/21/22,a,n,9.33,9.33,73.9,74.0,31.0,31.0,.,.,w,85103,85238,1,r,1,r,1,r,2,pb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,bs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_02,07,02,f,11,04/08/21,03/21/22,a,n,9.33,9.33,73.9,74.0,31.0,31.0,.,.,w,85238,85239,1,r,1,r,1,r,2,pb,,,,,,,,,,,,,,,,,,5,y,.,.,.,.,p,.,.,.,.,.,.,.,.,.,.,2,bs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_02,07,02,f,11,04/08/21,03/21/22,a,n,9.33,9.33,73.9,74.0,31.0,31.0,.,.,w,85239,85272,1,r,1,r,1,r,2,pb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,bs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_02,07,02,f,11,04/08/21,03/21/22,a,n,9.33,9.33,73.9,74.0,31.0,31.0,.,.,w,85272,85273,1,r,1,r,1,r,2,pb,,,,,,,,,,,,,,,,,,6,y,.,.,.,.,d,.,.,.,.,.,.,.,.,.,.,2,bs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_02,07,02,f,11,04/08/21,03/21/22,a,n,9.33,9.33,73.9,74.0,31.0,31.0,.,.,w,85273,86360,1,r,1,r,1,r,2,pb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,bs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_02,07,02,f,11,04/08/21,03/21/22,a,n,9.33,9.33,73.9,74.0,31.0,31.0,.,.,w,86360,86361,1,r,1,r,1,r,2,pb,,,,,,,,,,,,,,,,,,7,y,.,.,.,.,p,.,.,.,.,.,.,.,.,.,.,2,bs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_02,07,02,f,11,04/08/21,03/21/22,a,n,9.33,9.33,73.9,74.0,31.0,31.0,.,.,w,86361,87006,1,r,1,r,1,r,2,pb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,bs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_02,07,02,f,11,04/08/21,03/21/22,a,n,9.33,9.33,73.9,74.0,31.0,31.0,.,.,w,87006,87007,1,r,1,r,1,r,2,pb,,,,,,,,,,,,,,,,,,8,y,.,.,.,.,th,.,.,.,.,.,.,.,.,.,.,2,bs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_02,07,02,f,11,04/08/21,03/21/22,a,n,9.33,9.33,73.9,74.0,31.0,31.0,.,.,w,87007,87313,1,r,1,r,1,r,2,pb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,bs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_02,07,02,f,11,04/08/21,03/21/22,a,n,9.33,9.33,73.9,74.0,31.0,31.0,.,.,w,87313,90576,1,r,1,r,1,r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,bs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_02,07,02,f,11,04/08/21,03/21/22,a,n,9.33,9.33,73.9,74.0,31.0,31.0,.,.,w,90576,90610,1,r,1,r,1,r,3,pb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,bs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_02,07,02,f,11,04/08/21,03/21/22,a,n,9.33,9.33,73.9,74.0,31.0,31.0,.,.,w,90610,93637,1,r,1,r,1,r,3,pb,9,y,.,.,.,.,pu,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,2,bs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_02,07,02,f,11,04/08/21,03/21/22,a,n,9.33,9.33,73.9,74.0,31.0,31.0,.,.,w,93637,115974,1,r,1,r,1,r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,bs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_02,07,02,f,11,04/08/21,03/21/22,a,n,9.33,9.33,73.9,74.0,31.0,31.0,.,.,w,115974,115975,1,r,1,r,1,r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,bs,,,,,,,,,,,,,,,,,,56,y,.,.,.,.,d,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_02,07,02,f,11,04/08/21,03/21/22,a,n,9.33,9.33,73.9,74.0,31.0,31.0,.,.,w,115975,118048,1,r,1,r,1,r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,bs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_02,07,02,f,11,04/08/21,03/21/22,a,n,9.33,9.33,73.9,74.0,31.0,31.0,.,.,w,118048,118049,1,r,1,r,1,r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,bs,,,,,,,,,,,,,,,,,,56,y,.,.,.,.,p,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_02,07,02,f,11,04/08/21,03/21/22,a,n,9.33,9.33,73.9,74.0,31.0,31.0,.,.,w,118049,119986,1,r,1,r,1,r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,bs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_02,07,02,f,11,04/08/21,03/21/22,a,n,9.33,9.33,73.9,74.0,31.0,31.0,.,.,w,119986,119987,1,r,1,r,1,r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,bs,,,,,,,,,,,,,,,,,,56,y,.,.,.,.,p,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_02,07,02,f,11,04/08/21,03/21/22,a,n,9.33,9.33,73.9,74.0,31.0,31.0,.,.,w,119987,133552,1,r,1,r,1,r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,bs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_02,07,02,f,11,04/08/21,03/21/22,a,n,9.33,9.33,73.9,74.0,31.0,31.0,.,.,w,133552,134063,1,r,1,r,1,r,4,p,10,y,.,.,.,.,pu,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,2,bs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_02,07,02,f,11,04/08/21,03/21/22,a,n,9.33,9.33,73.9,74.0,31.0,31.0,.,.,w,134063,144194,1,r,1,r,1,r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,bs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_02,07,02,f,11,04/08/21,03/21/22,a,n,9.33,9.33,73.9,74.0,31.0,31.0,.,.,w,144194,145045,1,r,1,r,1,r,5,p,11,y,.,.,.,.,pu,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,2,bs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_02,07,02,f,11,04/08/21,03/21/22,a,n,9.33,9.33,73.9,74.0,31.0,31.0,.,.,w,145045,146234,1,r,1,r,1,r,5,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,bs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_02,07,02,f,11,04/08/21,03/21/22,a,n,9.33,9.33,73.9,74.0,31.0,31.0,.,.,w,146234,146235,1,r,1,r,1,r,5,p,,,,,,,,,,,,,,,,,,12,y,.,.,.,.,f,.,.,.,.,.,.,.,.,.,y,2,bs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_02,07,02,f,11,04/08/21,03/21/22,a,n,9.33,9.33,73.9,74.0,31.0,31.0,.,.,w,146235,152287,1,r,1,r,1,r,5,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,bs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_02,07,02,f,11,04/08/21,03/21/22,a,n,9.33,9.33,73.9,74.0,31.0,31.0,.,.,w,152287,158950,1,r,1,r,1,r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,bs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_02,07,02,f,11,04/08/21,03/21/22,a,n,9.33,9.33,73.9,74.0,31.0,31.0,.,.,w,158950,158951,1,r,1,r,1,r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,bs,,,,,,,,,,,,,,,,,,56,y,.,.,.,.,d,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07_02,07,02,f,11,04/08/21,03/21/22,a,n,9.33,9.33,73.9,74.0,31.0,31.0,.,.,w,158951,159664,1,r,1,r,1,r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,bs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
